Subcorpus	Filename	Year data collection	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Variety of native language (country)	Father's native language	Mother's native language	Languages spoken at home	Any foreign language?	Foreign language	Proficiency (self-assessment) in foreign language speaking	Proficiency (self-assessment) in foreign language listening	Proficiency (self-assessment) in foreign language reading	Proficiency (self-assessment) in foreign language writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writing/audio details	Minutes taken to complete the task	Resources used	Text	Original text
Native	EN_WR_22_13_RFF	2017	Male	22	Pennsylvania State University	Accounting	4	English	American English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	13	13. Frog	written_online	1	""	One day, a boy and his dog were watching his pet frog. After playing with the frog for a while, the boy went to bed. While the boy was sleeping, the frog got up and jumped out of his bowl and went away. When the boy awoke the next morning, he was very sad to find out that the frog wasn’t there anymore. To try and cheer himself up, he went out looking for the frog. He went out to his backyard, but he couldn’t find the frog there. He went and searched the forest, but he also couldn’t find the frog there. To get better ground, he stood on top of a rock to shout for the frog. When he shouted the first time, a mean and evil deer scooped the boy up and threw him into a river, knocking the boy out. Upon waking up, the boy gathered his surroundings and propped himself up on a log. Looking around, he noticed some new animals he has never seen before, like a squirrel.	
Native	EN_WR_22_13_SW	2017	Female	22	Pennsylvania State University	Psychology	Senior	English	American English	English	English	English	Yes	""	""	""	""	""	6 / 6	""	""	""	""	""	Written	13	13. Frog	written_online	2	""	"One day I captured a frog while outside playing. Mama and Papa told me that I could keep the frog in a mason jar, but I had to keep the top on it. That night my dog whiskers and I, watched the frog leap around in the jar before saying good night.The next morning I woke up and the frog was gone. I began to search everywhere. ""Frog"", I shouted in the valley, but I did not hear ""Ribbit"" back. I climbed up the trees and climbed on some rocks, but Frog seemed to have disappeared."	
Native	EN_WR_22_14_AB	2018	Female	22	Bremen University	English-Speaking Cultures	1	English	American English	English	English	English	Yes	German	C1 (lower advanced)	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	5	""	"In the video ""Charles Chaplin - The kid- The baby,"" a man accidentally finds an orphan baby. Upon his discovery, the man first attempts to place the baby in a woman's carriage. Knowing it is not her child, the woman berates the man and insists that he take the child with him. The man then plans to put the child back where he found it, but does not, as a police officer coincidentally walks by. Still unsure what to do with the child, the man then tricks another man to hold the baby as he runs away. This, however, does not work, and the man ends up with the baby at the end. He discovers a note attached to the baby requesting that someone please love and care for the child. The clip ends with the man smiling at the child and walking away with the baby in his arms."	
Native	EN_WR_22_14_CF	2020	Female	22	Occidental College	Comparative Studies in Culture and Literature	4	English	American English	English	English	English	Yes	French	C1 (lower advanced)	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	6 / 6	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	14	14. Chaplin	written_online	5	""	Charlie Chaplin walks down the street in what looks like a rough part of town. People throw things at him out of windows, but he keeps smoking and strutting down the street mostly unbothered. He stumbles upon a baby in the alley and thinks it belongs to a lady with a stroller passing by. He says “I think you dropped something” and puts the baby in the stroller, but she refuses to take it and indicates the baby is not hers. He tries to put the baby back and a policeman sees him so he picks the baby up again. Then he asks a man with a cane to hold the baby while he ties his shoe and runs away. The man puts the baby in the woman's stroller and walks away. The woman comes out of the store and sees Charlie Chaplin walking by, sees the baby, and beats Carlie with her umbrella and forces him to take the child away. Charlie Chaplin sits on the curb with the baby and briefly considers throwing the baby in the gutter, but decides not to. He finds a piece of paper tucked into the baby’s blanket that says “please love and care for this orphan child”	
Native	EN_WR_22_14_CO	2020	Female	22	Tufts University	Spanish and International Relations	Senior (4th year)	English	American English	English	English	English	Yes	Spanish	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	5	""	"Someone is throwing trash at Charlie Chaplin as he walks. Then he finds a baby in an alley way and tries to give it to a women with a stroller, then to a random man (who then puts the baby back in the stroller). The woman with the stroller then chases Charlie and so he takes the baby back. He continues to try to find a place to dispose of the baby, even down the sewer, until he finds a note in the baby's clothes that says something like ""please take care of this orphan child"" and after that he changes his attitude and appears to have decided to keep the baby."	
Native	EN_WR_22_14_ES	2016	Female	22	DePauw University	Spanish/English Writing	Senior	English	American English	English	English	English	Yes	Spanish	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	""	""	In this video Charlie Chaplin's character is walking along while people are throwing trash out of windows. He lights a cigar and then throws away his gloves. He turns around to find a baby lying on the ground. He looks around to see where it may have come from but cannot figure it out. Then a woman walks by with a stroller. He figures the baby is hers and puts the baby in the stroller. The lady yells at him that it is not her child and makes him take it back. He then tries to put the child back where he found it but a policeman is watching so he picks the child back up. Then he hands the child to a man with a limp and runs off. Unbeknownst to him that man finds the same stroller and puts the child in it. When Charlie Chaplin passes the stroller the woman thinks it was him again and hits him and then makes him take the baby back. Then Charlie Chaplin sits down on the curb with the baby. He considers throwing it down the sewer but then he reads the note attached to it asking whoever finds the baby to love it since it is an orphan. Charlie keeps the baby and walks away	
Native	EN_WR_22_14_JT	2020	Male	22	Cardiff University	Spanish and Italian (Joint honours)	4 (final)	English	British English	English	English	English	Yes	Spanish	C1 (lower advanced)	C2 (upper advanced)	C2 (upper advanced)	C1 (lower advanced)	6 / 6	Italian	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	Written	14	14. Chaplin	written_online	9	""	Chaplain is walking past a window when some bricks fall in front of him. He continues to walk through the gulley before something else is thrown next to him, again from above. He gets his baccy tin out which is full of cigar butts. He takes out a rollie from the tin and puts it in his mouth. He then gets a match and lights it on the sole of his shoe and uses the match to light his fag. He stars smoking then sees a baby, which he approaches before picking it up. He sees a woman has walked past with a pram so he puts the baby in it and tells her she must've lost something. The pair have an argument before Chaplain ends up having to take the baby back. He goes back to the same place in the gulley that he found the baby and starts to put it back down on the floor whilst a police man comes up behind him. Chaplain sees the police man and ends up having to pick the baby back up. So, he goes round the corner to loose the police man. On the road he pretends to step in some mud and asks an old man with a beard if he'll hold onto the baby for a sec before running away. The old man puts the baby in the same pram as Chaplain had already. The woman gets furious at Chaplain and runs after him with her brolly hitting him constantly til he takes the baby away again. Eventually Chaplain sits down on the curb and opens the grate thinking about throwing the baby down the drain. In the end, he decided that he isn't that mean and instead reaches into the baby's clothes to see that his mother had left a note asking for someone to look after the poor orphan.	
Native	EN_WR_22_14_MO	2017	Female	22	UCLA	Linguistics and Asian Languages and Cultures	Recent graduate	English	American English	English	English	English	Yes	Japanese	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	10	""	"This video is a clip of a Charlie Chaplin film called The Kid. It's in black and white and there is no dialogue, just music. It starts off with Charlie Chaplin walking and smoking as things fall from the buildings above. He lights a new cigarette and as he is about to continue walking, he spots a crying baby on the ground. A woman with a stroller then walks by and he follows her thinking she ""dropped something."" He tries to put the baby in the stroller and leave but the woman does not allow him to and he is forced to leave with the baby. He then tries to leave the baby back where he found it, but a police officer sees him and again Charlie is forced to leave with the baby. Walking around, he comes across a man and pretends to need to tie his shoe and asks the man to hold the baby briefly. But of course, he runs away. The man comes across the woman with the stroller, leaves the baby in it, and walks away. However, the woman spots Charlie walking and hits him with an umbrella and forces him to take the baby again. Charlie ends up sitting on the sidewalk contemplating putting the baby in a grate in the road, but he finds a note on the baby that reads ""Please love and care for this orphan child."" The film ends with him holding the baby and looking at it lovingly."	
Native	EN_WR_22_14_RB	2020	Male	22	University of Stirling	Spanish and Latin American Studies	4th	English	British English	English	English	English	Yes	""	""	""	""	""	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	1	Spellchecker	Charlie Chaplin finds a baby in the street, he tries to give the baby to a mother thinking that she had lost the child but she will not accept it. He then tried to leave the baby where he found it however he is stopped by the police and ends up leaving it in the arms of a stranger. Upon finally ending up once again with the child he eventually finds a note hidden in the baby's blanket that asks him to care of the baby, he then walks off with baby seeming happy.	
Native	EN_WR_22_3_ES	2016	Female	22	DePauw University	Spanish/English Writing	Senior	English	American English	English	English	English	Yes	Spanish	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	6 / 6	""	""	""	""	""	Written	3	3. Film	written_online	""	""	In Moana the movie is about a girl who is the daughter of her tribe's chief. She is adventurous from a young age and is in love with the water. Her father wants her to stay put on the island, but her grandmother tells her stories of the demigod Maui and how he stole a stone that was the heart of a goddess. This act of stealing has affected everything. Moana feels called to the sea, to go beyond their island and seek answers. She eventually does so, when her island begins to feels the devastating effects of Maui's actions. She ventures out and finds Maui and then convinces him to venture with her. They eventually restore the heart and bring peace to the islands and Moana restores her people's place in the world as voyagers.	
Native	EN_SP_23_14_KMR	2018	Female	23	Portsmouth	German Studies	3	English	British English	English	English	English	Yes	German	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_online_lab	""	""	wonderful hhh uh ok so uh it was immediately easy to tell that it was going to be a comedy piece uh xxx by Charlie Chaplin uh xxx is quite well-known uh hhh and it was immediately noticeable that it was going to be comedy piece because uh the walking stick he was using was bended rather than doing the job it should and a bricks xxx on him hhh uh and then the main story xxx happens which he finds a a child a baby on the floor as it's clearly been abandoned uh hhh so / he picks it up xxx he doesn't want it uh and then tries to xxx it back but uh / I think a police officer comes along and say that's xxx uh I think that's also a woman that comes along uh with a buggy and uh he then tries to put it in that instead uh but the woman immediately notices and puts a stop to that as well so that's the common thing anytime he tries to get rid of the baby something happens to stop that hhh uh and then / he tries to dump it off and hhh to the arms of another man uh and then the man tries to put it in the same buggy that uh the woman was struggling with uh but the woman notices again and then the character of Charlie Chaplin walks passed and she thinks that it was him that uh had put the baby back in the buggy again uh / and then she tries to attack him with uh I think it was an umbrella uh and then uh what happened next hhh uh I think the police officer came back again uh to try stopping again uh and eventually uh Charlie Chaplin kind of gives up and uh xxx and uh he's holding the baby and then he finds a little note inside of the of the wrappings that's the baby's in uh and it says uh this xxx cub this orphan child or something like that uh and then he's quite happy and then he changes his mind realizes he actually wants to xxx and then walks xxx so very happy ending hhh	
Native	EN_SP_23_14_TL	2020	Female	23	University of Granada	Master	""	English	British English	English	English	English	Yes	Spanish	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab_googlemeet	10	""	in the video we can see how / Charlie Chaplin is walking down a back alley / and a woman begins to throw / trash through her window / nearly hitting Charlie with uh the rubbish or / whatever she is throwing through the window / and despite the fact that she can see him she still continues to do this / so Charlie Chaplin begins= carries on walking down the street / and he / gets out of his pocket a tin with some cigarettes and decides to light one of them / he lights a cigarette with his shoe / he has a match and he hhh lights this with his shoe / then he throws this in a trash bin that's at a side of him / along with his gloves the gloves he's always wearing / suddenly he sees at a side of him a baby rubbed in some clothes / and there's nobody around / he looks around and no one is there / and then he sees a woman xxx pass with the mom pram / and she also has a baby / so he decides to run out to where the woman is / and put the baby in / her pram / she realises this and begins to / discuss an argue with with Charlie Chaplin / so he has to uh h= get the baby back out of the pram and / and he goes back to where he found the baby / and he's thinking on leaving it again / on the floor / until he realises there's a police officer standing behind him / so he decides not to to this / and he walks through the street and finds an old man / he gives the old man the baby and runs off / uh so the old man b= begins to follow him / uh trying to look for Charlie to to give him the baby back / and poor Charlie at hhh run to the back street and / he didn't know a way from this man and he can't find him / so the old man then sees uh again the woman that Charlie Chaplin had seen at the beginning with the pram / so he leaves the baby / in the pram and she doesn't realise / when she turns around she sees the baby in the pram and then sees Charlie Chaplin walking again / down the street / and she runs after him / and begins to hit him with her umbrella / and / well eventually Charlie has to / uh go back to the pram and pick the baby again / take the baby again with him / once he does this hhh he again walks around and then he sits on the pavement / and at the side of the where he is sitting / he can see a sewer and he leaves this up and begins to / to look around / and / suddenly he finds a n= / a note / in rubbed in the baby's clothes / that says / please uh / care and love for this orphan child / hhh so / he begins to feel sympathetic for the / for the child and / we see how / he begins to smile / and then he procceeds to to lift open and walks away / carrying the baby / in his in his hands	
Native	EN_SP_23_3_TH	2020	Female	23	University of Granada	""	""	English	British English	English	English	English	Yes	Spanish	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	""	""	""	""	""	Spoken	3	3. Film	spoken_offline_lab_googlemeet	5	Background readings about the task topic (newspapers, internet, TV, etc.)	so the film a star is born is uh a romantic musical drama film / starring uh Bradley Cooper and the singer songwritter Lady Gaga / uh so the film begins with well we see Bradley Cooper / who plays the character Jackson / uh also known in the film as Jack / he is a famous country rock singer / and he is battling uh an alcohol and drug addiction / and we see this throughout the film / how he struggles with this / and his main support is his manager / and even though he performs many shows / uh every time he finishes his performance / he / well he tends to go out for drinking and / and one of those nights he goes to a bar / uh specifically a drag pub / where he uh meets / uh Lady Gaga / who is this case plays / Ally / in the film / and he sees her performance on the stage / uh and he is really / well sudden by her performance / so after the show he invites her to for a drink / and well they get to know each other hhh and / throughout the film we see how they end up falling in love / and also uh Jack invites uh Ally to his concerts / because he believes she has / uh lot of talent / and / he lets her perform on at his concerts / so uh / she does and eventually she becomes famour also / and also uh she begins / to well / to become famous / and she also / has / uh throughout the film / we see how she struggles as well uh dealing with / uh Jack's constant battle with alcohol / and well / at the end / it's quite a dramatic ending because / uh we see how Ally is actually invited as a guest to the grammys / because / uh well she wins uh / some awards uh for her perfomance / and there is when we see that Jack is intoxicated / uh by well drugs and alcohol / hhh and we sees a uh a scene where is actually embarrasses himself / uh on stage / and finally after Ally has attended various times to help / uh Jack with this struggle / he decides uh accepts xxx to rehabilitation / and / shortly after we see that / uh Jack has recover from this but / uh / towards the end of the film / uh he still struggling which / really we didn= I didn't expect hhh throughout the film to see this / I thought he will actually uh recover from this / but unfortunately we see how uh / uh one of the evenings Ally leaves to go to a concert / and he h= ends up going in his garage and hanging himself / hhh and he leaves the / he= I= don't think he leaves any suice letter or nothing / so the closing scene just reveals / well uh Jack hanging himself / and Ally uh some time after this / does a performance uh as a tribute to Jack / and she and xxx out first time Ally main/ and that's the / that's more or less the summary of the / the film	
Native	EN_WR_23_13_RS	2017	Female	23	Pennsylvania State University	Architecture, International Studies	Senior	English	American English	English	English	English	Yes	Spanish	A2 (upper beginner)	B1 (lower intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	13	13. Frog	written_online	10	Spellchecker	One day the little Boy and his Dog found a friend, Frog. They placed their new friend in a glass home and went to sleep for the night. However, Frog didn't like his bowl. He snuck outside of his glass home while Boy and Dog slept. In the morning Boy and Dog were shocked to find Frog has disappeared. The searched high and low for their new friend. In the meadow, the forest, on the rock. They rand into their friend deer, who helped them along for awhile. Suddenly, Boy and Dog fell off a ledge and into the pond below. As they climbed out of the pond and over the log, they saw something they never expected. They found Frog. Frog was smiling, surrounded by his wife and children. Boy and Dog realized why Frog had left them. They would miss their friend, but Frog needed to be with his family. With big smiles, Boy and Dog waved goodbye and began the long walk home.	
Native	EN_WR_23_14_ET	2017	Female	23	The Pennsylvania State University	Civil Engineering and Spanish	Graduated 2 months ago	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	Italian	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Written	14	14. Chaplin	written_online	3	""	A man, played by Charlie Chaplan, finds a baby behind an old building. He tried to give the baby to a woman with a baby in a baby carriage, but it's not her child. Chaplan tried to put the baby back where he found it, but a police officer comes and yells at him. Chaplan takes the baby, gives it to a man, and then runs away. The man puts the baby in the same woman's baby carriage. Chaplan then walks by the same woman and she hits him with an umbrella and explains to the same police officer who happens to be walking by what happened. Chaplan again takes the baby. He reads a note that came with the baby explaining that it is an orphan and asking for whoever finds it to care for it.	
Native	EN_WR_23_14_HDT	2020	Male	23	The University of Warwick	Hispanic Studies and French	Graduated 2019	English	British English	English	English	English	Yes	French, Spanish	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	Mandarin Chinese	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Written	14	14. Chaplin	written_online	10	Internet	The video begins with Charlie Chaplin strolling down an alley while people throw things down on the street from above. He then stops to light a cigarette and notices a baby on the ground. He takes the baby and tries to find who abandoned it. He then stumbles upon a pram and puts the baby in it, only for the mother to scold him and tell him it is not her baby. Flummoxed, he attempts to return the baby to the spot where he found them. However a policeman appears and notices what he is doing, and Charlie immediately picks the baby back up and heads off. He then happens upon an elderly man who he dupes into taking the baby by pretending to tie his shoelaces before running off. The elderly man, after failing to catch up with Charlie, then also finds the pram and puts the baby in it before walking off. Charlie walks down the street carefree past the pram only to be seen by the mother who angrily chases him down the street and hits him with an umbrella, thinking he has attempted to once again pass the burden of the baby onto her. The policeman gets involved so Charlie, defeated, takes the baby once more and sits on the street curb by a drain. He momentarily considers putting the baby in the drain and leaving however discovers a note in the baby's clothes begging for its finder to look after it, for it is an orphan. Taken aback, Charlie decides to keep the baby and walks off with it off camera, with uplifting music beginning to play in the background.	
Native	EN_WR_23_14_KMR	2018	Female	23	Portsmouth	German Studies	3	English	British English	English	English	English	Yes	German	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	11	Spellchecker	The video is a comedic piece overall, with elements of sadness mixed in. We can tell it is a comedic piece right from the start as he walks down the street and bricks fall on him from the sky, and his walking stick is apparently bendy. He also then manages to use his shoe to light his cigarette. The story then takes a turn when we spot an abandoned child lying on the street. Chaplin spots the baby and picks it up in search of it's mother. A woman then walks by with a pram and and Chaplin assumes the baby belongs there and so tries to put the baby in the pram. The woman is shocked and irritated. At a loss Chaplin takes the child and goes to put them back in the alleyway, but just at that moment is halted by a policeman. In order to avoid getting into trouble Chaplin picks the baby back up and walks around the street to dump the child in another man's arms, running away. The man spots the very same woman that Chaplin had tried to leave the baby with before and he successfully leaves the child in the pram while the woman is inside a shop. Just as the woman exits the shop and spots the child in the pram again Chaplin walks past. He then gets in trouble with the woman again and is forced to take the child back out of the pram. At a loss he sits down on the curb with the child and finds a slip of paper in the baby's wrappings. The note states the child is an orphan and to please love and care for them. Chaplin has a change of heart and is last seen walking away with the child smiling.	
Native	EN_WR_23_14_MH	2020	Female	23	University of Pittsburgh	Anthropology & Neuroscience	2019 graduate	English	American English	English	English	English	Yes	""	""	""	""	""	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	10	""	"The scene begin with Chaplin walking down a dirty alley where trash is falling from above (or being swept out of a windowsill someone is cleaning). After walking further down this alley Chaplin lights a cigarette and finds a baby swaddled in a blanket and abandoned on the street. At first Chaplin tries to get rid of the baby by passing on the responsibility to a mother walking by with a pram and her own child. Unfortunately (for Chaplin), the mother resists and Chaplin returns to the original spot where he found the baby to leave the baby there. While attempting to get rid of the child a cop walks into the scene and Chaplin is forced to pretend he did not just attempt to abandon this child. Next he takes the baby to a main street where he passes the baby off to a stranger while pretending that he needs to tie his shoes, but turns to sprint away instead. This stranger gets rid of the baby by placing it in a nearby pram, which happens to be the same pram/mother as before. The mother eventually sees the new baby and Chaplin who's walking out of the scene. Again Chaplin is forced to take the baby. Chaplin sits down with the baby, considers ditching the baby in the sewer, but then discovers a note that reads something akin to ""please take care and love this orphan."" This seems to warm Chaplin's heart and it seems he ends up deciding to keep the baby."	
Native	EN_WR_23_14_TM	2020	Male	23	University of Sheffield	Archaeology	PGT (Year 4)	English	British English	English	English	English	Yes	Spanish	A2 (upper beginner)	A2 (upper beginner)	A1 (lower beginner)	A1 (lower beginner)	6 / 6	German	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Written	14	14. Chaplin	written_online	6	""	Charlie Chaplin is walking down a back alley. A lady is throwing waste from her window which narrowly misses him as he walks along. As he near the camera entering into a second alley more waste is thrown from another house which does hit him. He bends his cane and then proceeds to get out a cigarette which he prepares and lights with match. At which point he notices a swaddled baby. He picks it up and looks up thinking it's come from a window above.  <br/>  <br/> A short time later a lady walks past with a large pram containing a baby. He proceeds to chase her down and places the baby he found in the pram. The lady explains it's not hers and forces him to take back the baby. He then tries to put it back but is caught by a policeman who stops him. He then chases down an old man whom he gives the baby to. <br/>  <br/> Not knowing what to do with the baby the old man subsequently walks past the pram from earlier and places the baby in it. A few moments later the lady comes out of a building and sees the baby in her pram just as Mr. Chaplin is walking past. An argument ensues and they are joined by the police officer from earlier.    <br/>  <br/> Charlie is forced to take back the baby. He sits on the kerb and considers putting it down the drain next to him but decides not to do so. He then finds a note within the baby's swaddle asking that it be loved and that its an orphan. This leads to a change of heart and he cuddles the baby. The End.	
Native	EN_WR_23_3_JA	2019	Male	23	Auburn University	Agriculture	Masters	English	American English	English	English	English	Yes	Spanish	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	6 / 6	""	""	""	""	""	Written	3	3. Film	written_online	10	""	A film that I have recently watched is The Dark Knight, which is an action/thriller between Batman and the joker. The plot of the movie is essentially a never ending struggle between Batman and the joker for control over the city of Gotham. There is an attorney named Harvey Dent who is referred to in the movie as Gotham's shining light against crime and corruption. Unfortunately, the joker kills Harvey's loving girlfriend Rachel which begins to sow the seeds of Harvey's demise. After he loses his woman his face is badly burned, and in his hospital bed he realizes he can no longer save Gotham city so he becomes evil. Batman tries with all his strength to combat the joker and save the city, but he would have never suspected the once loved district attorney (Mr. Dent) would eventually become the malevolent villain 2-face. The ending of the movie is very bittersweet, because Batman never truly gets the recognition he deserves. He kills the joker and saves the city from seemingly never ending chaos, however his public image is forever tarnished because he gets blamed for the murder of Lieutenant Gordon (who is actually killed by the now evil character 2-face). The Dark Knight is an absolutely fantastic film with a tragic ending, but it sheds light on the fact that some men (the joker, particularly) don't seek anything rational, they merely want to see the world burn. It is the responsibility of good citizens (such as Batman) to stand up in the face of this wickedness and combat it, even if it means losing everything else in the process.	
Native	EN_WR_23_3_TH	2020	Female	23	University of Granada	""	""	English	British English	English	English	English	Yes	Spanish	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	""	""	""	""	""	Written	3	3. Film	written_online	5	Background readings about the task topic (newspapers, internet, TV, etc.)	"Recently I have watched the movie 'A Star is Born', staring Lady Gaga who plays as Ally, a singer/songwriter who is discovered by Jack. Jack is played by Bradley Cooper he plays as an established singer/songwriter and he is also an alcoholic.  The genre of this films is drama, music and romance.  <br/> Jackson Maine discovers All who is struggling as an artist, she works in a bar and doesn't have the courage to pursue her dreams until  one night she is discovered by the talented ""Jack"", but Ally doesn't know that he himself is a struggling alcoholic. After falling in love we see how both characters fall apart."	
Native	EN_WR_24_13_BH	2017	Female	24	Durham Univeristy	Classics	Graduated	English	British English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	C1 (lower advanced)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	13	13. Frog	written_online	""	""	One day, a young boy named Tommy with his adventurous and trusty dog Chewbaca discovered a frog. The frog looked lost and helpless and Tommy wished to help him. Carefully scooping the frog up, he popped him in the pocket of his coat and treaded home, Chewbaca leading the way. Tommy named the frog Freddie and cared for him well, ensuring that Freddie was well fed. Tommy tucked Freddie up in a glass bowl for the night, himself climbing into his bed where Chewbaca settled at his feet.  <br/> As the moon rose, Tommy and Chewbaca slept soundly, breathing deeply. However, Freddie had other ideas. Stretching his legs gently, he climbed up and out of the glass bowl that had served as his bed and gingerly crept out of Tommy's room, down the corridor, down the stairs and out of the door.  <br/> On awakening, Tommy and Chewbaca realised with a jolt that Freddie's glass bowl was empty. Throwing on his coat and wellies, Tommy charged out of the house, with Chewbaca hot on his heels. Tommy was worried that Freddie would get lost, or even worse, eaten! Tommy shouted; Chewbaca howled. Tommy climbed up into a tree for a better view; Chewbaca scrabbled. They climbed, they crawled, they trip-trapped over streams, and they got into all sorts of scrapes! Tommy and Chewbaca were causing so much of a racket in the quiet wood that other animals came out to see what the fuss was about. One particularly disgruntled elk even barged Tommy off a rock and Tommy landed splash into the stream! Fortunately, Tommy wasn't hurt and was guarded from further harm by Chewbaca. Then, over the trickle of the stream and the gentle rustling of the wind, Tommy and Chewbaca heard a croak. And then another croak. And another. Tommy and Chewbaca poked their heads over the log next to the stream and to their surprise saw not only Freddie but his family! Tommy and Chewbaca were delighted to find Freddie and to see that he was reunited with his loved ones. Tommy and Chewbaca hugged Freddie and waved goodbye, happy to head on to their next adventure.	
Native	EN_WR_24_14_AB	2020	Male	24	Occidental College	Economics	Junior	English	American English	Spanish (South America)	English	English	Yes	Spanish	B1 (lower intermediate)	C2 (upper advanced)	C2 (upper advanced)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	3	Spellchecker	In this scene, Charlie Chaplin plays the role of a destitute man wandering a back alley who stumbles upon an orphan child on the street. The scene is a series of events where Chaplin portrays the man as attempting to get rid of the baby, giving it to other people, trying to put it back, etc. After repeatedly failing to do so, Chaplin sits with the baby on a curb and finds a note in its wrappings. After reading the note, Chaplin seems to decide on caring for the child after all.	
